data_type,threshold,class,green_count_start_at,min_green_count,mean_green_count,max_green_count,avg_trial_length
REAL,0.7,approach,0.6666666666666666,10,19.065217391304348,23,60.260869565217391
REAL,0.7,failure,0.6666666666666666,0,7.5,19,127.33333333333333
REAL,0.7,insertion,0.6666666666666666,0,4.8913043478260869,22,41.065217391304351
REAL,0.7,mating,0.6666666666666666,0,39.195652173913047,108,173.95652173913044
REAL,0.7,rotation,0.6666666666666666,0,1.326086956521739,4,38.891304347826086
REAL,0.7,success,0.6666666666666666,0,23.152173913043477,113,312.17391304347825
REAL,0.75,approach,0.6666666666666666,7,18.304347826086957,23,60.260869565217391
REAL,0.75,failure,0.6666666666666666,0,5.833333333333333,16,127.33333333333333
REAL,0.75,insertion,0.6666666666666666,0,4.3043478260869561,22,41.065217391304351
REAL,0.75,mating,0.6666666666666666,0,26.0,106,173.95652173913044
REAL,0.75,rotation,0.6666666666666666,0,1.1304347826086956,3,38.891304347826086
REAL,0.75,success,0.6666666666666666,0,18.586956521739129,113,312.17391304347825
REAL,0.8,approach,0.6666666666666666,2,16.717391304347824,23,60.260869565217391
REAL,0.8,failure,0.6666666666666666,0,4.666666666666667,13,127.33333333333333
REAL,0.8,insertion,0.6666666666666666,0,3.847826086956522,20,41.065217391304351
REAL,0.8,mating,0.6666666666666666,0,18.304347826086957,59,173.95652173913044
REAL,0.8,rotation,0.6666666666666666,0,1.0869565217391304,3,38.891304347826086
REAL,0.8,success,0.6666666666666666,0,16.478260869565219,113,312.17391304347825
REAL,0.8500000000000001,approach,0.6666666666666666,0,14.086956521739131,23,60.260869565217391
REAL,0.8500000000000001,failure,0.6666666666666666,0,3.1666666666666665,7,127.33333333333333
REAL,0.8500000000000001,insertion,0.6666666666666666,0,2.9782608695652173,16,41.065217391304351
REAL,0.8500000000000001,mating,0.6666666666666666,0,12.826086956521738,55,173.95652173913044
REAL,0.8500000000000001,rotation,0.6666666666666666,0,1.0,3,38.891304347826086
REAL,0.8500000000000001,success,0.6666666666666666,0,14.282608695652174,104,312.17391304347825
REAL,0.9000000000000001,approach,0.6666666666666666,0,8.2826086956521738,23,60.260869565217391
REAL,0.9000000000000001,failure,0.6666666666666666,0,2.3333333333333335,6,127.33333333333333
REAL,0.9000000000000001,insertion,0.6666666666666666,0,2.5,10,41.065217391304351
REAL,0.9000000000000001,mating,0.6666666666666666,0,10.108695652173912,49,173.95652173913044
REAL,0.9000000000000001,rotation,0.6666666666666666,0,0.93478260869565222,3,38.891304347826086
REAL,0.9000000000000001,success,0.6666666666666666,0,9.0,53,312.17391304347825
REAL,0.9500000000000002,approach,0.6666666666666666,0,1.0,7,60.260869565217391
REAL,0.9500000000000002,failure,0.6666666666666666,0,1.0,2,127.33333333333333
REAL,0.9500000000000002,insertion,0.6666666666666666,0,1.9782608695652173,8,41.065217391304351
REAL,0.9500000000000002,mating,0.6666666666666666,0,6.1956521739130439,26,173.95652173913044
REAL,0.9500000000000002,rotation,0.6666666666666666,0,0.80434782608695654,2,38.891304347826086
REAL,0.9500000000000002,success,0.6666666666666666,0,4.8043478260869561,26,312.17391304347825
