data_type,threshold,class,green_count_start_at,min_green_count,mean_green_count,max_green_count,avg_trial_length
REAL,0.7,approach,0.6666666666666666,95,192.60869565217391,236,599.10869565217388
REAL,0.7,failure,0.6666666666666666,0,54.600000000000001,181,1323.0
REAL,0.7,insertion,0.6666666666666666,0,45.304347826086953,221,405.78260869565219
REAL,0.7,mating,0.6666666666666666,0,391.08695652173913,1083,1734.5434782608695
REAL,0.7,rotation,0.6666666666666666,0,7.5217391304347823,24,380.3478260869565
REAL,0.7,success,0.6666666666666666,0,226.7608695652174,1134,3117.9565217391305
REAL,0.75,approach,0.6666666666666666,66,183.45652173913044,236,599.10869565217388
REAL,0.75,failure,0.6666666666666666,0,40.600000000000001,149,1323.0
REAL,0.75,insertion,0.6666666666666666,0,39.739130434782609,221,405.78260869565219
REAL,0.75,mating,0.6666666666666666,0,256.43478260869563,1065,1734.5434782608695
REAL,0.75,rotation,0.6666666666666666,0,5.8043478260869561,19,380.3478260869565
REAL,0.75,success,0.6666666666666666,0,181.65217391304347,1134,3117.9565217391305
REAL,0.8,approach,0.6666666666666666,21,165.95652173913044,236,599.10869565217388
REAL,0.8,failure,0.6666666666666666,0,32.200000000000003,120,1323.0
REAL,0.8,insertion,0.6666666666666666,0,34.086956521739133,203,405.78260869565219
REAL,0.8,mating,0.6666666666666666,0,177.93478260869566,590,1734.5434782608695
REAL,0.8,rotation,0.6666666666666666,0,5.3260869565217392,17,380.3478260869565
REAL,0.8,success,0.6666666666666666,0,161.45652173913044,1134,3117.9565217391305
REAL,0.8500000000000001,approach,0.6666666666666666,1,137.80434782608697,235,599.10869565217388
REAL,0.8500000000000001,failure,0.6666666666666666,0,17.800000000000001,60,1323.0
REAL,0.8500000000000001,insertion,0.6666666666666666,0,25.326086956521738,160,405.78260869565219
REAL,0.8500000000000001,mating,0.6666666666666666,0,121.76086956521739,549,1734.5434782608695
REAL,0.8500000000000001,rotation,0.6666666666666666,0,4.7391304347826084,15,380.3478260869565
REAL,0.8500000000000001,success,0.6666666666666666,0,138.86956521739131,1050,3117.9565217391305
REAL,0.9000000000000001,approach,0.6666666666666666,0,77.804347826086953,235,599.10869565217388
REAL,0.9000000000000001,failure,0.6666666666666666,0,9.4000000000000004,27,1323.0
REAL,0.9000000000000001,insertion,0.6666666666666666,0,19.260869565217391,84,405.78260869565219
REAL,0.9000000000000001,mating,0.6666666666666666,0,94.565217391304344,485,1734.5434782608695
REAL,0.9000000000000001,rotation,0.6666666666666666,0,4.0,13,380.3478260869565
REAL,0.9000000000000001,success,0.6666666666666666,0,86.217391304347828,529,3117.9565217391305
REAL,0.9500000000000002,approach,0.6666666666666666,0,5.3043478260869561,58,599.10869565217388
REAL,0.9500000000000002,failure,0.6666666666666666,0,2.7999999999999998,9,1323.0
REAL,0.9500000000000002,insertion,0.6666666666666666,0,13.347826086956522,66,405.78260869565219
REAL,0.9500000000000002,mating,0.6666666666666666,0,55.434782608695649,250,1734.5434782608695
REAL,0.9500000000000002,rotation,0.6666666666666666,0,2.7608695652173911,10,380.3478260869565
REAL,0.9500000000000002,success,0.6666666666666666,0,43.652173913043477,248,3117.9565217391305
