data_type,threshold,class,green_count_start_at,min_green_count,mean_green_count,max_green_count,avg_trial_length
SIM,0.7,approach,0.6666666666666666,52,66.15789473684211,72,377.68421052631578
SIM,0.7,failure,0.6666666666666666,106,131.46153846153845,188,396.26923076923077
SIM,0.7,insertion,0.6666666666666666,0,0.0,0,100.02631578947368
SIM,0.7,mating,0.6666666666666666,0,0.0,0,76.368421052631575
SIM,0.7,rotation,0.6666666666666666,4,119.84210526315789,152,458.0
SIM,0.7,success,0.6666666666666666,226,326.21052631578948,364,1009.3947368421053
SIM,0.75,approach,0.6666666666666666,9,10.657894736842104,27,377.68421052631578
SIM,0.75,failure,0.6666666666666666,106,131.46153846153845,188,396.26923076923077
SIM,0.75,insertion,0.6666666666666666,0,0.0,0,100.02631578947368
SIM,0.75,mating,0.6666666666666666,0,0.0,0,76.368421052631575
SIM,0.75,rotation,0.6666666666666666,0,108.81578947368421,152,458.0
SIM,0.75,success,0.6666666666666666,210,316.65789473684208,362,1009.3947368421053
SIM,0.8,approach,0.6666666666666666,4,6.7894736842105265,8,377.68421052631578
SIM,0.8,failure,0.6666666666666666,106,131.46153846153845,188,396.26923076923077
SIM,0.8,insertion,0.6666666666666666,0,0.0,0,100.02631578947368
SIM,0.8,mating,0.6666666666666666,0,0.0,0,76.368421052631575
SIM,0.8,rotation,0.6666666666666666,0,95.55263157894737,152,458.0
SIM,0.8,success,0.6666666666666666,178,294.0,361,1009.3947368421053
SIM,0.8500000000000001,approach,0.6666666666666666,2,3.5789473684210527,4,377.68421052631578
SIM,0.8500000000000001,failure,0.6666666666666666,106,131.46153846153845,188,396.26923076923077
SIM,0.8500000000000001,insertion,0.6666666666666666,0,0.0,0,100.02631578947368
SIM,0.8500000000000001,mating,0.6666666666666666,0,0.0,0,76.368421052631575
SIM,0.8500000000000001,rotation,0.6666666666666666,0,79.263157894736835,152,458.0
SIM,0.8500000000000001,success,0.6666666666666666,114,254.94736842105263,353,1009.3947368421053
SIM,0.9000000000000001,approach,0.6666666666666666,0,0.0,0,377.68421052631578
SIM,0.9000000000000001,failure,0.6666666666666666,106,131.46153846153845,188,396.26923076923077
SIM,0.9000000000000001,insertion,0.6666666666666666,0,0.0,0,100.02631578947368
SIM,0.9000000000000001,mating,0.6666666666666666,0,0.0,0,76.368421052631575
SIM,0.9000000000000001,rotation,0.6666666666666666,0,54.05263157894737,152,458.0
SIM,0.9000000000000001,success,0.6666666666666666,23,200.28947368421052,303,1009.3947368421053
SIM,0.9500000000000002,approach,0.6666666666666666,0,0.0,0,377.68421052631578
SIM,0.9500000000000002,failure,0.6666666666666666,106,131.46153846153845,188,396.26923076923077
SIM,0.9500000000000002,insertion,0.6666666666666666,0,0.0,0,100.02631578947368
SIM,0.9500000000000002,mating,0.6666666666666666,0,0.0,0,76.368421052631575
SIM,0.9500000000000002,rotation,0.6666666666666666,0,18.05263157894737,123,458.0
SIM,0.9500000000000002,success,0.6666666666666666,7,95.21052631578948,181,1009.3947368421053
